CODIGO_PROYECTO,AREA_ESTRATEGICA,PROGRAMA,INSTRUMENTO,NOMBRE_CONCURSO,ANO_CONCURSO,ANO_FALLO,NOMBRE_PROYECTO,AREA_OCDE,DISCIPLINA_DETALLE,GRUPO DE ESTUDIO,DURACION_MESES,ANO FINALIZACION,TIPO_BENEFICIARIO,NOMBRE_RESPONSABLE,SEXO,INSTITUCION_PRINCIPAL,UBICACION_INSTITUCION,MACROZONA MINCIENCIA (segUn ax),REGION_EJECUCION,MONTO ADJUDICADO (MILES $)
EVE-01,REC,REGIONAL,DIFUSION,I CONCURSO DE PROYECTOS DE EVENTOS CIENTIFICO-TECNOLOGICOS REGIONAL DE CARACTER INTERNACIONAL: CAMBIO CLIMATICO. MAGALLANES Y ANTARTICA CHILENA 2009,2009,2009,"PROYECTO DE EVENTOS CIENTIFICOS TECNOLOGICOS REGIONAL DE CARÁCTER INTERNACIONAL: CAMBIO CLIMATICO, REGION DE MAGALLANES Y LA ANTARTICA CHILENA FICR 2008",SIN INFORMACION,,NO APLICA,1,2010,PERSONA JURIDICA,SIN INFORMACION,SIN INFORMACION,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$75.475
R10C1003,CENTROS,REGIONAL,CREACION CENTROS REGIONALES,PrOrroga de P. de CreaciOn 2010/CONTINUIDAD,2003,2010,CONTINUIDAD CENTRO DE INVESTIGACION EN ECOSISTEMAS DE LA PATAGONIA (CIEP),CIENCIAS NATURALES,,NO APLICA,60,2015,PERSONA JURIDICA,HUMBERTO GONZALEZ GONZALEZ ESTAY,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$914.725
1110875,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO REGULAR FONDECYT 2011,2011,2010,"ADDRESSING BIOGEOGRAPHIC AND PHYLOGEOGRAPHIC SCENARIOS REGARDING ORIGIN AND PERSISTENCE OF MACROALGAL FLORAL DIVERSITY IN SUB-ANTARCTIC AND ANTARCTIC REGIONS USING TAXONOMIC, ECOPHYSIOLOGICAL AND MOLECULAR APPROACHES",CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,36,2013,PERSONA NATURAL,ANDRES MANSILLA MUNOZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$115.189
100/120/2010-13,REC,PCI,MOVILIDAD - PROGRAMA EN ENERGIAS CURSOS DE FORMACION DE CAPACIDADES EN EL AMBITO ENERGETICO,"PROGRAMA EN ENERGIAS â€“ CURSOS DE FORMACION DE CAPACIDADES EN EL AMBITO ENERGETICO, ANO 2010",2010,2010,USO SUSTENTABLE Y EFICIENCIA DE LA ENERGIA EN LA PATAGONIA,INGENIERIA Y TECNOLOGIA,,NO APLICA,7,2011,PERSONA JURIDICA,ARTURO KUNSTMANN FERRERIA,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$8.000
1110011,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO REGULAR FONDECYT 2011,2011,2010,EL ESENCIALISMO PSICOLOGICO: Â¿UN RECURSO ESTRATEGICO DE LA IDENTIDAD SOCIAL?,CIENCIAS SOCIALES,PSICOLOGIA,SICOLOGIA,36,2013,PERSONA NATURAL,CLAUDIA ANDREA ESTRADA GOIC,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$51.445
100/104/2009-152,REC,PCI,MOVILIDAD - PROGRAMA DE COOPERACION CIENTIFICA INTERNACIONAL (PCCI) CONICYT/CNRS,CONCURSO CENTRO NACIONAL DE INVESTIGACION CIENTIFICA (CNRS) â€“ CONVOCATORIA 2009,2009,2010,THE MINERALOGICAL AND GEOCHEMICAL NATURE AND EVOLUTION OF THE UPPER MANTLE BENEATH CHILE,CIENCIAS NATURALES,,NO APLICA,12,2011,PERSONA NATURAL,DIEGO MORATA,HOMBRE,UNIVERSIDAD DE CHILE,FUERA REGION,AUSTRAL,11. AYSEN,$1.735
ECP02/0070,NO APLICA,EXPLORA,CLUBES EXPLORINES DE VALORACION Y DIVULGACION DE LA CTI,II CONCURSO NACIONAL DE CLUB EXPLORINES DE EVALUCION Y DIVULGACION DE LA CIENCIA Y LA TECNOLOGIA PROGRAMA EXPLORA POSTULACION 2010,2010,2010,_GOTAS DE AGUA COMO GRANOS DE ARENA PARA CUIDAR NUESTROS RECURSOS NATURALES_,CIENCIAS NATURALES,CIENCIAS NATURALES,NO APLICA,SIN INFORMACION,01/01/#¡VALOR!,PERSONA NATURAL,GLORIA GIMENO AZZARI,MUJER,ESCUELA ELUHUEN,11. AYSEN,AUSTRAL,11. AYSEN,$395
ED15/022,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,"XV CONCURSO NACIONAL DE PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA, PROGRAMA EXPLORA 2010",2010,2010,INDAGANDO FORMAS COLORES Y CANTOS DE NUESTROS ANFIBIOS,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,12,2011,PERSONA JURIDICA,JAVIERA  CISTERNAS TIRAPEGUI,MUJER,ONG DE DESARROLLO AUMEN O EL ECO DE LOS MONTES,11. AYSEN,AUSTRAL,11. AYSEN,$13.443
EC11/008,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION","XI CONCURSO NACIONAL DE CLUBES EXPLORA DE VALORACION Y DIVULGACION DE LA CIENCIA Y LA TECNOLOGIA, ANO 2010",2010,2010,ASIMOVER LA CIENCIA,INGENIERIA Y TECNOLOGIA,TECNOLOGIA Y CIENCIAS DE LA INGENIERIA,NO APLICA,8,2011,PERSONA NATURAL,PATRICIO ANTIMAN VILLEGAS,HOMBRE,LICEO SAN JOSE U.R,11. AYSEN,AUSTRAL,11. AYSEN,$1.200
ED15/015,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,"XV CONCURSO NACIONAL DE PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA, PROGRAMA EXPLORA 2010",2010,2010,PEQUENOS NATURALISTAS DE LOS BOSQUES EN MINIATURA DEL CABO DE HORNOS: EXPLORANDO LAS INTERACCIONES E COLOGICAS DE LOS HABITANTES SUBANTARTICOS,CIENCIAS NATURALES,ECOLOGIA Y CIENCIAS AMBIENTALES,NO APLICA,13,2012,PERSONA JURIDICA,FRANCISCA MASSARDO VEGA,MUJER,FUNDACION OMORA ONG,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$13.497
EC11/029,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION","XI CONCURSO NACIONAL DE CLUBES EXPLORA DE VALORACION Y DIVULGACION DE LA CIENCIA Y LA TECNOLOGIA, ANO 2010",2010,2010,AGRICOLANOS EN LA SENDA DE LA CASCADA,SIN INFORMACION,,NO APLICA,8,2011,PERSONA NATURAL,PAULINA TORRES GONZALEZ,MUJER,ESCUELA AGRICOLA DE LA PATAGONIA,11. AYSEN,AUSTRAL,11. AYSEN,$1.200
80100014,REC,PAI,ATRACCION DE INVESTIGADORES DESDE EL EXTRANJERO,CONCURSO NACIONAL DE ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO MODALIDAD ESTADIAS CORTAS (MEC) 2010,2010,2010,GENETICA APLICADA A LA CONSERVACION Y MANEJO DE RECURSOS MARINOS SUBANTARTICOS,CIENCIAS NATURALES,,NO APLICA,10,2011,PERSONA JURIDICA,FRANCISCO GARCIA,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$27.000
ER10/011,NO APLICA,EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA 2010,2010,2010,PROGRAMA DE COORDINACION REGIONAL 2010 GENERAL CARLOS IBANEZ DEL CAMPO,MULTIDISCIPLINARIO,,NO APLICA,11,2011,PERSONA JURIDICA,PEDRO MATUS PEZO,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$24.500
1110556,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO REGULAR FONDECYT 2011,2011,2010,SISTEMATIZANDO LA ARQUEOLOGIA DEL IBANEZ MEDIO: Â¿SUB-SISTEMA CULTURAL O ADAPTACION PARTICULAR DE UN SISTEMA MAS AMPLIO?,CIENCIAS SOCIALES,ANTROPOLOGIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,48,2014,PERSONA NATURAL,MANUEL FRANCISCO MENA LARRAIN,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$109.583
EC11/046,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION","XI CONCURSO NACIONAL DE CLUBES EXPLORA DE VALORACION Y DIVULGACION DE LA CIENCIA Y LA TECNOLOGIA, ANO 2010",2010,2010,CONOCIENDO LOS INSECTOS DE MI REGION,SIN INFORMACION,,NO APLICA,8,2011,PERSONA NATURAL,HILDA CARRERA FIGUEROA,MUJER,LICEO MARIA AUXILIADORA,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$1.200
EC11/030,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION","XI CONCURSO NACIONAL DE CLUBES EXPLORA DE VALORACION Y DIVULGACION DE LA CIENCIA Y LA TECNOLOGIA, ANO 2010",2010,2010,PINGUINOS CIENTIFICOS DE LA PATAGONIA,SIN INFORMACION,,NO APLICA,8,2011,PERSONA NATURAL,JOSE DIAZ SANCHEZ,HOMBRE,ESCUELA ARTURO PRAT CHACON,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$1.200
ER10/012,NO APLICA,EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA 2010,2010,2010,PROGRAMA DE COORDINACION REGIONAL 2010 MAGALLANES Y LA ANTARTICA CHILENA,MULTIDISCIPLINARIO,,NO APLICA,12,2011,PERSONA JURIDICA,MARGARITA GARRIDO ESPINOZA,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$29.500
ECP02/0050,NO APLICA,EXPLORA,CLUBES EXPLORINES DE VALORACION Y DIVULGACION DE LA CTI,II CONCURSO NACIONAL DE CLUB EXPLORINES DE EVALUCION Y DIVULGACION DE LA CIENCIA Y LA TECNOLOGIA PROGRAMA EXPLORA POSTULACION 2010,2010,2010,CLUB BRIGADA INFANTIL OZONIN,CIENCIAS NATURALES,CIENCIAS NATURALES,NO APLICA,SIN INFORMACION,01/01/#¡VALOR!,PERSONA NATURAL,MARTA MARION LOBOS SUAZO,MUJER,JARDIN INFANTIL MARROS,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$600
80100021,REC,PAI,ATRACCION DE INVESTIGADORES DESDE EL EXTRANJERO,CONCURSO NACIONAL DE ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO MODALIDAD ESTADIAS CORTAS (MEC) 2010,2010,2010,BIOTECNOLOGIA DE ALGAS ROJAS DE INTERES COMERCIAL EN LA REGION DE MAGALLANES Y ANTARTICA CHILENA,CIENCIAS NATURALES,,NO APLICA,4,2011,PERSONA JURIDICA,NAIR YOKOYA,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$12.000
D10E1258,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO EXTENSION DE PROYECTOS,"INVESTIGACION Y DESARROLLO EXTENSION DE PROYECTOS, 2010",2010,2010,INVESTIGACION Y DESARROLLO DEL CICLO BIOLOGICO DE LA TRUCHA DE ARROYO (SALVELINUS FONTINALIS) PARA P RESERVAR EL PATRIMONIO GENETICO Y SUSTENTAR UN NUEVO MODELO DE PESQUERIA FLUVIAL  Y ASI AMPLIAR TEMP ORAL Y GEOGRAFICAMENTE LA PESCA RECREA,CIENCIAS NATURALES,PESCA Y ACUICULTURA,NO APLICA,24,2012,PERSONA JURIDICA,PABLO GALLARDO OJEDA,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$199.000
ECP02/0049,NO APLICA,EXPLORA,CLUBES EXPLORINES DE VALORACION Y DIVULGACION DE LA CTI,II CONCURSO NACIONAL DE CLUB EXPLORINES DE EVALUCION Y DIVULGACION DE LA CIENCIA Y LA TECNOLOGIA PROGRAMA EXPLORA POSTULACION 2010,2010,2010,CLUB LUTERANO EXPLORINES DE LA BALLENA JOROBADA Y SUS AMIGOS,CIENCIAS NATURALES,CIENCIAS NATURALES,NO APLICA,SIN INFORMACION,01/01/#¡VALOR!,PERSONA NATURAL,RITA ELIZABETH DEL CARMEN POBLETE ORELLANA,MUJER,COLEGIO LUTERANO,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$600
D09I1036,INVESTIGACION APLICADA,FONDEF,INVESTIGACION Y DESARROLLO,XVII CONCURSO INVESTIGACION Y DESARROLLO (I+D) 2009,2009,2010,SISTEMA DINAMICO DE MONITOREO DE PASTIZALES EN MAGALLANES.,CIENCIAS NATURALES,CIENCIAS DE LA TIERRA Y MEDIOAMBIENTALES,NO APLICA,44,2014,PERSONA JURIDICA,SERGIO RADIC SCHILLING,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$303.643
EC11/047,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION","XI CONCURSO NACIONAL DE CLUBES EXPLORA DE VALORACION Y DIVULGACION DE LA CIENCIA Y LA TECNOLOGIA, ANO 2010",2010,2010,PEQUENOS EXPLORADORES DEL CIELO AUSTRAL,SIN INFORMACION,,NO APLICA,8,2011,PERSONA NATURAL,SILVIA BENAVIDES CATALAN,MUJER,ESCUELA BERNARDO O'HIGGINS RIQUELME,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$1.200
DIP.09.04,REC,REGIONAL,DIPLOMADOS CTI,II CONCURSO DE PROYECTOS DE DIPLOMADOS REGIONALES DE INNOVACION PARA LA COMPETITIVIDAD 2010,2010,2010,DIPLOMADO EN SISTEMAS DE INFORMACION GEOGRAFICA Y PERCEPCION REMOTA PARA LA GESTION SILVOAGROPECUARIO,CIENCIAS SOCIALES,,NO APLICA,6,2011,PERSONA JURIDICA,SIN INFORMACION,SIN INFORMACION,UNIVERSIDAD CATOLICA DE TEMUCO,FUERA REGION,AUSTRAL,11. AYSEN,$34.615
80110046,REC,PAI,ATRACCION DE INVESTIGADORES DESDE EL EXTRANJERO,"CONCURSO DEL CONCURSO DE ATRACCION DE CAPITAL HUMANO AVANZADO, MODALIDAD ESTADIAS CORTAS (MEC) PRIMERA CONVOCATORIA 2011",2011,2011,LA INTEGRACION DE ASPECTOS SOCIO-CULTURALES EN EL ESTUDIO Y MANEJO DE ESPECIES INVASORAS EN LA ECORREGION SUBANTARTICA,CIENCIAS NATURALES,,NO APLICA,10,2012,PERSONA JURIDICA,BRENDON LARSON,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$17.900
822119007,REC,REGIONAL,BECA REGIONAL,II CONCURSO REGIONAL DE BECA PARA ESTUDIOS DE MAGISTER EN CHILE. REGION DE MAGALLANES Y ANTARTICA. ANO ACADEMICO 2011,2011,2011,MAGISTER EN CIENCIAS MENCION EN MANEJO Y CONSERVACION DE RECURSOS NATURALES AMBIENTES SUBANTARTICOS,SIN INFORMACION,,NO APLICA,24,2013,PERSONA JURIDICA,DANIELA PAZ HARO DIAZ,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$27.364
822119010,REC,REGIONAL,BECA REGIONAL,II CONCURSO REGIONAL DE BECA PARA ESTUDIOS DE MAGISTER EN CHILE. REGION DE MAGALLANES Y ANTARTICA. ANO ACADEMICO 2011,2011,2011,MAGISTER EN CIENCIAS MENCION EN MANEJO Y CONSERVACION DE RECURSOS NATURALES AMBIENTES SUBANTARTICOS,SIN INFORMACION,,NO APLICA,24,2013,PERSONA JURIDICA,ERNESTO DAVIS SEGUIC,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$27.648
EAI01/069,NO APLICA,EXPLORA,APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR,I CONCURSO NACIONAL DE APOYO A LA INVESTIGACION CIENTIFICA ESCOLAR,2010,2011,_ORIGEN DE LOS CAMBIOS FISICOQUIMICOS QUE OCURREN EN EL AGUA DEL RIO BAKER DESDE PUERTO BERTRAND (INICIO) HASTA SU DESEMBOCADURA ADYACENTE A CALETA TORTEL REGION DE AYSEN_,SIN INFORMACION,,NO APLICA,6,2012,PERSONA NATURAL,JOSSELYN ANDREA SANCHEZ OLMEDO,MUJER,ESCUELA COMANDANTE LUIS BRAVO BRAVO,11. AYSEN,AUSTRAL,11. AYSEN,$300
11110293,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,CONCURSO INICIACION EN INVESTIGACION 2011,2011,2011,LEGACY OF A MAJOR VOLCANIC EVENTS ON RIVER BIOGEOCHEMISTRY AND LAKE & COASTAL PRODUCTIVITY: LANDSCAPE LIMNOLOGY OF THE 1991 VOLCAN HUDSON ERUPTION,CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,36,2014,PERSONA NATURAL,BRIAN REID,HOMBRE,CIEP,11. AYSEN,AUSTRAL,11. AYSEN,$68.247
AIC-67,CENTROS,PIA,APOYO A LA INFRAESTRUCTURA CIENTIFICA DE CENTROS Y GRUPOS DE INVESTIGACION,PRIMER CONCURSO NACIONAL DE APOYO A LA INFRAESTRUCTURA CIENTIFICA DE CENTROS DE INVESTIGACION,2011,2011,INSTRUMENTACION EN ANALISIS DE AGUAS EN PATAGONIA SUR,SIN INFORMACION,,NO APLICA,12,2012,PERSONA JURIDICA,BRIAN REID,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$107.323
R11F1003,CENTROS,REGIONAL,FORTALECIMIENTO,III CONCURSO DE FORTALECIMIENTO DE CENTROS REGIONALES DE DESARROLLO CIENTIFICO Y TECNOLOGICO DEL PROGRAMA REGIONAL/ ANO 2011,2011,2011,FORTALECIMIENTO DE CENTRO REGIONAL DE DESARROLLO CIENTIFICO Y TECNOLOGICO CIEP,CIENCIAS NATURALES,,NO APLICA,15,2013,PERSONA JURIDICA,GIOVANNI DANERI HERMOSILLA,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$99.219
ECP3/134,NO APLICA,EXPLORA,CLUBES EXPLORINES DE VALORACION Y DIVULGACION DE LA CTI,"III CONCURSO CLUBES EXPLORINES DE VALORACION Y DIVULGACION DE LA CTI, 2011",2011,2011,EXPLORADORES ?DE ?LA ?NATURALEZA,SIN INFORMACION,,NO APLICA,SIN INFORMACION,01/01/#¡VALOR!,PERSONA NATURAL,LORENA ESPINOZA,MUJER,ESCUELA ALTAMIRA DE COYHAIQUE,11. AYSEN,AUSTRAL,11. AYSEN,$600
ECP3/106,NO APLICA,EXPLORA,CLUBES EXPLORINES DE VALORACION Y DIVULGACION DE LA CTI,"III CONCURSO CLUBES EXPLORINES DE VALORACION Y DIVULGACION DE LA CTI, 2011",2011,2011,"KARU PICHICHE, DESCUBRIENDO LA IMPORTANCIA DE LAS PLANTAS EN LA SALUD DE ?LAS? PERSONAS",SIN INFORMACION,,NO APLICA,SIN INFORMACION,01/01/#¡VALOR!,PERSONA NATURAL,MARISOL DIAZ,MUJER,COLEGIO SANTA TERESA DE LOS ANDES,11. AYSEN,AUSTRAL,11. AYSEN,$578
ERI11/011,NO APLICA,EXPLORA,FORTALECIMIENTO DE EXPLORA REGIONAL,FORTALECIMIENTO DE EXPLORA REGIONAL 2011,2011,2011,PROGRAMA DE COORDINACION TCC Y EXPOSICIONES 20112012 GENERAL CARLOS IBANEZ DEL CAMPO,SIN INFORMACION,,NO APLICA,24,2013,PERSONA JURIDICA,PEDRO MATUS PEZO,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$20.000
ER11/011,NO APLICA,EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA 2011-2012,2011,2011,PROGRAMA DE COORDINACION REGIONAL 20112012 GENERAL CARLOS IBANEZ DEL CAMPO,MULTIDISCIPLINARIO,,NO APLICA,24,2013,PERSONA JURIDICA,PEDRO MATUS PEZO,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,11. AYSEN,AUSTRAL,11. AYSEN,$57.400
1120171,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO REGULAR FONDECYT 2012,2012,2011,THE LINK BETWEEN PLANT FUNCTIONAL TRAITS AND SPECIES COEXISTENCE IN THE CHILEAN FOREST,CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,36,2014,PERSONA NATURAL,ALEX FAJARDO YANEZ,HOMBRE,CIEP,11. AYSEN,AUSTRAL,11. AYSEN,$84.825
80110049,REC,PAI,ATRACCION DE INVESTIGADORES DESDE EL EXTRANJERO,"CONCURSO DEL CONCURSO DE ATRACCION DE CAPITAL HUMANO AVANZADO, MODALIDAD ESTADIAS CORTAS (MEC) PRIMERA CONVOCATORIA 2011",2011,2011,"ESTUDIOS POBLACIONALES DE AHNFELTIA PLICATA Y RUPPIA FILIFOLIA EN SENO SKYRING, REGION DE MAGALLANES Y ANTARTICA CHILENA",CIENCIAS NATURALES,,NO APLICA,10,2012,PERSONA JURIDICA,JORGE TERRADOS MUNOZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$7.400
EC12/044,NO APLICA,EXPLORA,"CLUBES EXPLORA DE VALORACION DE LA CIENCIA, LA TECNOLOGIA E INNOVACION","XII CONCURSO NACIONAL DE CLUBES EXPLORA DE VALORACION Y DIVULGACION DE LA CIENCIA Y LA TECNOLOGIA, ANO 2011",2011,2011,GRANJEROS DEL MAR,CIENCIAS NATURALES,,NO APLICA,8,2012,PERSONA NATURAL,JOSE HERNAN DIAZ SANCHEZ,HOMBRE,ESCUELA ARTURO PRAT CHACON,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$1.200
ED16/031,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,XVI CONCURSO NACIONAL DE PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA TECNOLOGIA E INNOVACION ANO 2011,2011,2011,TERRITORIO KAWESQAR: DESDE LA CIENCIA Y LA CULTURA,CIENCIAS SOCIALES,CIENCIAS SOCIALES,NO APLICA,11,2012,PERSONA JURIDICA,JUAN ARAVENA DONAIRE,HOMBRE,CEQUA,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$13.500
100/108/2010-259,REC,PCI,MOVILIDAD - INICIATIVA DE COOPERACION CIENTIFICA INTERNACIONAL (PCCI) CONICYT/DAAD,"PROYECTOS DE INTERCAMBIO CONICYT/DAAD, ALEMANIA - CONVOCATORIA 2010",2010,2011,"INVERTEBRADOS Y PALEOFLORA DEL CRETACICO TEMPRANO ASOCIADOS AL SITIO PALEONTOLOGICO DE ICTIOSAURIOS EN EL PARQUE NACIONAL TORRES DEL PAINE, CHILE AUSTRAL",CIENCIAS NATURALES,,NO APLICA,24,2013,PERSONA NATURAL,MARCELO ADRIAN LEPPE CARTES,HOMBRE,INACH,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$5.850
ERI11/012,NO APLICA,EXPLORA,FORTALECIMIENTO DE EXPLORA REGIONAL,FORTALECIMIENTO DE EXPLORA REGIONAL 2011,2011,2011,PROGRAMA DE COORDINACION TCC Y EXPOSICIONES 20112012 MAGALLANES Y LA ANTARTICA CHILENA,SIN INFORMACION,,NO APLICA,23,2013,PERSONA JURIDICA,MARGARITA GARRIDO ESPINOZA,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$29.500
ER11/012,NO APLICA,EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA,PROYECTOS DE GESTION DE COORDINACION REGIONAL DE EXPLORA 2011-2012,2011,2011,PROGRAMA DE COORDINACION REGIONAL 20112012 MAGALLANES Y LA ANTARTICA CHILENA,MULTIDISCIPLINARIO,,NO APLICA,23,2013,PERSONA JURIDICA,MARGARITA GARRIDO ESPINOZA,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$59.000
1120891,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,CONCURSO REGULAR FONDECYT 2012,2012,2011,LAS TEORIAS IMPLICITAS SOBRE LA COMPRENSION Y LAS ESTRATEGIAS DEL LECTOR: ELEMENTOS DE UNA RELACION DINAMICA Y SIGNIFICATIVA EN EL DESARROLLO DE LAS COMPETENCIAS LECTORAS DE ESTUDIANTES UNIVERSITARIOS DE PRIMER ANO.,CIENCIAS SOCIALES,EDUCACION,EDUCACION,24,2013,PERSONA NATURAL,MARGARITA MAKUC SIERRALTA,MUJER,UNIVERSIDAD DE MAGALLANES,12. MAGALLANES Y ANTARTICA CHILENA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,$33.029
