codigo_proyecto,n,subdireccion,programa,instrumento,nombre_concurso,año_curso,año_fallo,nombre_proyecto,area_ocde,disciplina,grupo_evaluacion,duracion_meses,tipo_beneficiario,nombre_responsable,sexo,institucion_principal,macrozona,region_ejecucion,monto_adjudicado_miles,sinfo_nosolicita
ID19I10056,33771,INVESTIGACION APLICADA,FONDEF,IDeA I+D,CONCURSO IDEA I+D 2019,2019,2019,SISTEMAS COSTO-EFECTIVOS DE NUEVA GENERACION PARA MONITOREO Y ALERTA EN LINEA DE EVENTOS HIDRO-GEOMO RFOLOGICOS EXTREMOS DE CRECIDAS Y ALUVIONES,INGENIERIA Y TECNOLOGIA,ENERGIA Y AGUAS,NO APLICA,24,PERSONA JURIDICA,ALEJANDRO DUSSAILLANT JONES,HOMBRE,UNIVERSIDAD DE AYSEN,AUSTRAL,11. AYSEN,199695,""
ID19I10352,33823,INVESTIGACION APLICADA,FONDEF,IDeA I+D,CONCURSO IDEA I+D 2019,2019,2019,"VALORIZACION ENERGETICA DE ACEITES DE PESCADO DE BAJO VALOR AGREGADO, A TRAVES DE LA PRODUCCION DE BIODIESEL CON BIOCATALIZADORES OBTENIDOS LOCALMENTE.",CIENCIAS NATURALES,ENERGIA Y AGUAS,NO APLICA,24,PERSONA JURIDICA,HUMBERTO VIDAL GUTIERREZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,163249,""
11190802,34101,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,CONCURSO DE PROYECTOS FONDECYT DE INICIACION EN INVESTIGACION 2019,2019,2019,BIG EFFECTS OF SMALL NANOPARTICLES: PHYSIOLOGICAL AND TRANSCRIPTIONAL IMPACT OF NANOPLASTIC AND NANO-METALS IN THE ANTARCTIC CLAM LATERNULA ELLIPTICA,CIENCIAS NATURALES,BIOLOGIA 3,BIOLOGIA 3,36,PERSONA NATURAL,RODOLFO  RONDON SALLAN,HOMBRE,INSTITUTO ANTARTICO CHILENO,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,94004,""
bmbf180005,34232,REC,PCI,INVESTIGACION CONJUNTA - BMBF Bases 6784/2018,PROYECTO DE INVESTIGACION CONJUNTA CONICYT CHILE- BMBF - ALEMANIA,2018,2019,AVOID: ADAPTATION AND VULNERABILITY OF NOTHOFAGUS FORESTS TO DROUGHT-INDUCED RISKS AND DISASTERS IN CENTRAL AND SOUTHERN CHILE,CIENCIAS NATURALES,"",NO APLICA,SIN INFORMACION,PERSONA JURIDICA,JUAN ARAVENA DONAIRE,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,105000,""
DFG190001,34275,CENTROS,FONDEQUIP,INVESTIGACION SOUTHTRAC DFG ALEMANIA,PROYECTOS DE INVESTIGACION CONICYT-DFG DE ALEMANIA INICIATIVA SOUTHTRAC,2019,2019,THE SOUTHERN OCEAN AS A NATURAL LABORATORY TO STUDY OCEAN-ATMOSPHERE INTERACTIONS: IMPROVING MODELING OUTPUTS USING SOUTHTRAC DATA,MULTIDISCIPLINARIO,MULTIDISCIPLINARIO,NO APLICA,3,PERSONA JURIDICA,JUAN HOFER,HOMBRE,PONTIFICIA UNIVERSIDAD CATOLICA DE VALPARAISO,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,9950,""
DFG190004,34278,CENTROS,FONDEQUIP,INVESTIGACION SOUTHTRAC DFG ALEMANIA,PROYECTOS DE INVESTIGACION CONICYT-DFG DE ALEMANIA INICIATIVA SOUTHTRAC,2019,2019,ASSESSING THE VARIABILITY OF THE COMPOSITION OF THE SOUTHERN HEMISPHERE UPPER TROPOSPHERE AND LOWER STRATOSPHERE AT THE NORTHERN TIP OF THE ANTARCTIC PENINSULA.,MULTIDISCIPLINARIO,MULTIDISCIPLINARIO,NO APLICA,3,PERSONA JURIDICA,RAUL R. CORDERO,HOMBRE,UNIVERSIDAD DE SANTIAGO DE CHILE,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,10000,""
MEC80190094,34336,REC,PCI,MOVILIDAD - MEC,"CONCURSO DE ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADIAS CORTAS Â€“ MEC Â€“ , CONVOCATORIA 2019",2019,2019,ESTUDIO DE LOS EFECTOS DEL CAMBIO CLIMATICO EN ESPECIES DE FITOPLANCTON NOCIVAS EN COMUNIDADES PLANCTONICAS CON GRADIENTE DE COMPLEJIDAD,CIENCIAS NATURALES,"",NO APLICA,18,PERSONA JURIDICA,MAXIMO FRANGOPULOS RIVERA,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,14600,""
MEC80190099,34339,REC,PCI,MOVILIDAD - MEC,"CONCURSO DE ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADIAS CORTAS Â€“ MEC Â€“ , CONVOCATORIA 2019",2019,2019,SOCIEDAD Y MEDIOAMBIENTE EN LA PATAGONIA-AYSEN,CIENCIAS SOCIALES,"",NO APLICA,18,PERSONA JURIDICA,SEBASTIAN IBARRA GONZALEZ,HOMBRE,UNIVERSIDAD DE AYSEN,AUSTRAL,11. AYSEN,8100,""
MEC80190113,34345,REC,PCI,MOVILIDAD - MEC,"CONCURSO DE ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADIAS CORTAS Â€“ MEC Â€“ , CONVOCATORIA 2019",2019,2019,ESTIMACION DE LA HUELLA DE CARBONO EN OVINOS DE LA REGION DE MAGALLANES Y DE LA ANTARTICA CHILENA.,CIENCIAS AGRICOLAS,"",NO APLICA,18,PERSONA JURIDICA,SERGIO RADIC SCHILLING,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,32000,""
MEC80190114,34346,REC,PCI,MOVILIDAD - MEC,"CONCURSO DE ATRACCION DE CAPITAL HUMANO AVANZADO DEL EXTRANJERO, MODALIDAD ESTADIAS CORTAS Â€“ MEC Â€“ , CONVOCATORIA 2019",2019,2019,FRONTERAS Y MIGRACIONES EN LA PATAGONIA: REFLEXIONES TRANSDISCIPLINARIAS INTERNACIONALES,CIENCIAS NATURALES,"",NO APLICA,18,PERSONA JURIDICA,PATRICIA JUANITA CARRASCO URRUTIA,MUJER,UNIVERSIDAD DE AYSEN,AUSTRAL,11. AYSEN,4800,""
ER190004,34352,NO APLICA,EXPLORA,PAR - Etapa 1,VIII CONCURSO PROYECTO ASOCIATIVO REGIONAL DE DIVULGACION Y VALORACION CIENTIFICA Y TECNOLOGICA EXPLORA 2019-2022,2018,2019,PAR MAGALLANES Y ANTARTICA CHILENA,MULTIDISCIPLINARIO,"",NO APLICA,24,PERSONA JURIDICA,CLAUDIA SALINAS BRESKOVIC,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,249980,""
ER190009,34355,NO APLICA,EXPLORA,PAR - Etapa 1,VIII CONCURSO PROYECTO ASOCIATIVO REGIONAL DE DIVULGACION Y VALORACION CIENTIFICA Y TECNOLOGICA EXPLORA 2019-2022,2018,2019,PAR AYSEN,MULTIDISCIPLINARIO,"",NO APLICA,24,PERSONA JURIDICA,MARISOL BARRIA NAVARRO,MUJER,UNIVERSIDAD AUSTRAL DE CHILE,AUSTRAL,11. AYSEN,249425,""
ED230017,34663,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,XXIII CONCURSO NACIONAL DE PROYECTOS EXPLORA PARA ELABORACION DE PRODUCTOS DE DIVULGACION DE LAS CIENCIAS Y LA TECNOLOGIA 2019-2020,2019,2019,CIENCIAS EN TU MOCHILA,MULTIDISCIPLINARIO,MULTIDISCIPLINARIO,NO APLICA,12,PERSONA JURIDICA,CRISTIAN RESTREPO,HOMBRE,CLUB NAUTICO ESCUALO,AUSTRAL,11. AYSEN,28780,""
ED230064,34673,NO APLICA,EXPLORA,PROYECTOS DE DIVULGACION Y VALORACION DE LA CIENCIA Y LA TECNOLOGIA,XXIII CONCURSO NACIONAL DE PROYECTOS EXPLORA PARA ELABORACION DE PRODUCTOS DE DIVULGACION DE LAS CIENCIAS Y LA TECNOLOGIA 2019-2020,2019,2019,PODCAST ANTARTICA,MULTIDISCIPLINARIO,MULTIDISCIPLINARIO,NO APLICA,12,PERSONA NATURAL,PAULINA ROJAS,MUJER,INSTITUTO ANTARTICO CHILENO,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,22000,""
1190230,34857,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2019,2019,"MODELLING THE INTERACTIVE EVOLUTIONS OF CLIMATE, CARBON CYCLING AND THE ANTARCTIC ICE SHEET ACROSS THE EOCENE-OLIGOCENE TRANSITION USING THE DCESS EARTH SYSTEM AND ANTARCTIC ICE SHEET MODELS",CIENCIAS NATURALES,CS. DE LA TIERRA,CS. DE LA TIERRA,"43,1",PERSONA NATURAL,GARY SHAFFER,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,166806,""
1190900,35057,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2019,2019,THE MERGING BETWEEN THE LEAF AND THE WOOD ECONOMICS SPECTRA,CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,"43,1",PERSONA NATURAL,LEICHSON FAJARDO YANEZ,HOMBRE,CIEP,AUSTRAL,11. AYSEN,162971,""
1190927,35060,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2019,2019,IS DROUGHT SURVIVAL CONTROLLED BY A GROWTH-STORAGE TRADEOFF? AN ASSESSMENT ALONG CONTRASTING CLIMATES IN CHILE,CIENCIAS NATURALES,BIOLOGIA 1,BIOLOGIA 1,"43,1",PERSONA NATURAL,FRIDA PIPER BUSICO,MUJER,CIEP,AUSTRAL,11. AYSEN,222579,""
1190984,35075,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,REGULAR,2019,2019,"ARCHIPIELAGO FUEGUINO, INTERACCIONES DINAMICAS ENTRE CULTURA, SOCIEDAD Y AMBIENTE PARA LOS ULTIMOS 2000 AÃ‘OS DE LA FINIS TERRAE (52Âº-56Âº SUR)",CIENCIAS SOCIALES,ANTROP. Y ARQUE,ANTROP. Y ARQUE,"43,1",PERSONA NATURAL,FLAVIA MORELLO REPETTO,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,264547,""
aub1900003,35359,CENTROS,PIA,TIEMPO DE BUQUE OCEANOGRAFICO,CONCURSO NACIONAL DE ASIGNACION DE TIEMPO DE BUQUE OCEANOGRAFICO AGS-61 CABO DE HORNOS 2021,2019,2019,CABO DE HORNOS: PLATAFORMA PARA LA PROSPECCION GLACIAR-OCEANICA DE FLORACIONES ALGALES NOCIVAS EN LA REGION DE MAGALLANES Y ANTARTICA CHILENA (PROFAN MAGALLANES),CIENCIAS NATURALES,"",NO APLICA,1,PERSONA JURIDICA,JOSE IRIARTE MACHUCA,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,"",NO SOLICITA
EQM200088,35547,CENTROS,FONDEQUIP,Concurso de Equipamiento CientIfico y TecnolOgico Mediano,IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO,2020,2020,"ADQUISICION DE UN ANALIZADOR DE CARBONO Y NITROGENO EN MUESTRAS LIQUIDAS Y SOLIDAS PARA ESTIMAR CONTENIDO, ACUMULACION Y PERDIDA DE CARBONO EN TURBERAS, BOSQUES Y CUERPOS DE AGUA DE LA PATAGONIA",CIENCIAS NATURALES,CIENCIAS DEL MEDIO AMBIENTE,NO APLICA,42,PERSONA JURIDICA,KARLA MARTINEZ CRUZ,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,"92349,888",""
EQM200182,35552,CENTROS,FONDEQUIP,Concurso de Equipamiento CientIfico y TecnolOgico Mediano,IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO,2020,2020,"MICROSCOPIA DE FUERZAS ATOMICAS EN LA PATAGONIA, UN ENFOQUE MULTIDISCIPLINARIO",CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE LA FISICA,NO APLICA,42,PERSONA JURIDICA,FELIPE AGUILAR SANDOVAL,HOMBRE,UNIVERSIDAD DE AYSEN,AUSTRAL,11. AYSEN,"399976,3",""
EQM200198,35554,CENTROS,FONDEQUIP,Concurso de Equipamiento CientIfico y TecnolOgico Mediano,IX CONCURSO DE EQUIPAMIENTO CIENTIFICO Y TECNOLOGICO MEDIANO,2020,2020,"RED DE MONITOREO DE CARBONO, METANO Y OTROS GASES DE EFECTO INVERNADERO EN LOS BOSQUES Y TURBERAS MAS AUSTRALES DEL MUNDO",CIENCIAS NATURALES,CIENCIAS DEL MEDIO AMBIENTE,NO APLICA,42,PERSONA JURIDICA,FRANCISCO AGUIRRE GONZALEZ,HOMBRE,INSTITUTO DE ECOLOGIA Y BIODIVERSIDAD,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,"399489,21",""
SA20I0174,35679,INVESTIGACION APLICADA,FONIS,FONIS Regular - Etapa 1,"XVII CONCURSO NACIONAL DE PROYECTOS DE INVESTIGACION Y DESARROLLO EN SALUD, FONIS 2020",2020,2020,MODELAMIENTO ESPACIAL DEL RIESGO DE ENFERMEDADES RESPIRATORIAS ASOCIADO A COMPONENTES SOCIO-AMBIENTALES DE LA CIUDAD DE COYHAIQUE ENTRE LOS AÃ‘OS 2015-2019,CIENCIAS MEDICAS Y DE LA SALUD,CIENCIAS MEDICAS Y DE LA SALUD,NO APLICA,30,PERSONA JURIDICA,ANA MALDONADO ALCAINO,MUJER,UNIVERSIDAD DE CHILE,AUSTRAL,11. AYSEN,52602,""
R20F0002,35682,CENTROS,REGIONAL,Fortalecimiento a la Continuidad,CONCURSO DE FORTALECIMIENTO AL DESARROLLO CIENTIFICO DE CENTROS REGIONALES AÑO 2020,2020,2020,"ECOSYSTEM, CLIMATE CHANGE AND SOCIO-ENVIRONMENTAL LINKAGES ALONG THE CONTINENT-OCEAN CONTINUUM.
LONG-TERM SOCIO ECOLOGICAL RESEARCH IN PATAGONIA (PATSER)
",CIENCIAS NATURALES,"",NO APLICA,36,PERSONA JURIDICA,GIOVANNI DANERI HERMOSILLA,HOMBRE,CIEP,AUSTRAL,11. AYSEN,2750000,""
R20F0009,35685,CENTROS,REGIONAL,Fortalecimiento a la Continuidad,CONCURSO DE FORTALECIMIENTO AL DESARROLLO CIENTIFICO DE CENTROS REGIONALES AÑO 2020,2020,2020,MICROBIOME OF THE EXTERNAL SURFACE OF KEYSTONE SPECIES OF ECOLOGICAL AND ECONOMIC IMPORTANCE IN THE MAGALLANES REGION AND THE CHILEAN ANTARCTIC: MICROBES AS BIOINDICATORS OF THE AQUATIC ECOSYSTEM HEALTH IN A GLOBAL WARMING SCENARIO,CIENCIAS NATURALES,"",NO APLICA,36,PERSONA JURIDICA,VALERIA SOUZA SALDIVAR,MUJER,CEQUA,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,2749910,""
FP200006,35691,REC,INFORMACION CIENTIFICA,FPRC,FONDO DE PUBLICACION DE REVISTAS CIENTIFICAS 2020,2020,2020,"IMPLEMENTACION DE FLUJO CONTINUO DE LAS REVISTAS MAGALLANIA, ANALES DEL INSTITUTO DE LA PATAGONIA Y SOPHIA AUSTRAL PARA AUMENTAR LA VISIBILIDAD Y  LA CALIDAD DE SUS CONTENIDOS FORTALECIENDO EL COMPROMISO CON LA CIENCIA ABIERTA.",SIN INFORMACION,"",NO APLICA,24,PERSONA JURIDICA,FABIANA MARTIN,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,"12005,582",""
ID20I10338,35757,INVESTIGACION APLICADA,FONDEF,IDeA - I+D,CONCURSO IDEA I+D 2020,2020,2020,APLICACION DE TECNOLOGIAS DE LA INFORMACION GEOGRAFICA PARA DESARROLLAR UN SISTEMA DE GANADERIA SUSTENTABLE EN LA REGION DE MAGALLANES,CIENCIAS AGRICOLAS,"",NO APLICA,24,PERSONA JURIDICA,SERGIO RADIC SCHILLING,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,199880,""
11200024,35810,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,CARBON DYNAMICS IN PATAGONIAN PEATLANDS: ARE BEAVERS TRANSFORMING CARBON SINKS INTO NET CARBON SOURCES?,CIENCIAS NATURALES,CIENCIAS DE LA TIERRA Y DEL MEDIO AMBIENTE,CS. DE LA TIERRA,36,PERSONA NATURAL,JORGE HOYOS SANTILLAN,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,101278,""
11200331,35904,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,POBLAMIENTO HUMANO DE LA SIERRA BAGUALES: EXPLORACION Y CONTEXTUALIZACION DE LOS YACIMIENTOS ARQUEOLOGICOS A LO LARGO DEL HOLOCENO EN LA SECCION NORORIENTAL DE ULTIMA ESPERANZA,HUMANIDADES,HISTORIA Y ARQUEOLOGIA,ANTROP. Y ARQUE,36,PERSONA NATURAL,VICTOR SIERPE GONZALEZ,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,88049,""
11200969,36077,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,"ENTRE EL MAR Y LA TIERRA: ARQUEOLOGIA DEL SENO SKYRING, OTWAY Y  OBSTRUCCION, UN ESPACIO DE INTERACCION CULTURAL Y AMBIENTAL DURANTE EL HOLOCENO TARDIO EN PATAGONIA",CIENCIAS SOCIALES,OTRAS CIENCIAS SOCIALES,ANTROP. Y ARQUE,36,PERSONA NATURAL,JIMENA TORRES ELGUETA,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,102084,""
11201249,36145,PROYECTOS DE INVESTIGACION,FONDECYT,INICIACION,FONDECYT DE INICIACION EN INVESTIGACION 2020,2020,2020,MAGNON-POLARON EXCITATIONS IN PROMISING SCENARIOS,CIENCIAS NATURALES,CIENCIAS FISICAS,FISICA TEORICA Y EXP,36,PERSONA NATURAL,ALEJANDRO ROLDAN MOLINA,HOMBRE,UNIVERSIDAD DE AYSEN,AUSTRAL,11. AYSEN,65460,""
ecos190041,36201,REC,PCI,MOVILIDAD - ECOS,PROGRAMA DE COOPERACION CIENTIFICA ECOS,2019,2020,ARQUEOLOGIA Y AMBIENTE: INTERACCION CULTURAL EN FUEGO-PATAGONIA DURANTE LOS ULTIMO MILENIOS,CIENCIAS SOCIALES,"",NO APLICA,36,PERSONA NATURAL,JIMENA TORRES,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,9280,""
NODO200004,36210,REC,REC,Nodos,I CONCURSO NODOS PARA LA ACELERACION DE IMPACTO TERRITORIAL DE LA CTCI 2020,2020,2020,"NODO MACROZONA AUSTRAL PARA LA ACELERACION DEL IMPACTO TERRITORIAL DE CIENCIA, TECNOLOGIA, CONOCIMIENTO E INNOVACION",CIENCIAS SOCIALES,"",NO APLICA,24,PERSONA JURIDICA,JUAN ARAVENA DONAIRE,HOMBRE,UNIVERSIDAD DE MAGALLANES,MULTIREGIONAL,MULTIREGIONAL,160000,""
3200226,36269,PROYECTOS DE INVESTIGACION,FONDECYT,POSTDOCTORADO,FONDECYT DE POSTDOCTORADO 2020,2020,2020,EFECTOS DEL THC EN LA CONDUCTA MATERNA Y LA CONDUCTA SOCIAL DE LAS CRIAS DE RATAS,CIENCIAS SOCIALES,OTRAS ESPECIALIDADES DE LA PSICOLOGIA,SICOLOGIA,36,PERSONA NATURAL,FELIPE ALFARO,HOMBRE,UNIVERSIDAD DE AYSEN,AUSTRAL,11. AYSEN,81384,""
1200469,36687,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,"LA INDUSTRIA DEL PETROLEO EN CHILE: TERRITORIO, CIUDAD Y ARQUITECTURA. CONSTRUCCION DE UN PATRIMONIO INDUSTRIAL DE DIMENSION NACIONAL",HUMANIDADES,OTRAS HUMANIDADES,ARTES Y ARQUITECTURA,48,PERSONA NATURAL,BORIS CVITANIC,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,208384,""
1200727,36761,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,SOLVING THE PARADOX OF CONFLICTING GLACIAL CHRONOLOGIES: RECONSTRUCTING THE CORDILLERA DARWIN ICE SHEET (53Â°-55Â°S) DURING THE LAST GLACIAL Â€“ INTERGLACIAL TRANSITION.,CIENCIAS SOCIALES,CIENCIAS DE LA TIERRA Y MEDIOAMBIENTALES,GEOGRAFIA Y URBANISM,48,PERSONA NATURAL,ROBERT MCCULLOCH,HOMBRE,CIEP,AUSTRAL,11. AYSEN,188075,""
1201513,36970,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,CONFIGURACION DE APEGO INFANTIL CON PADRE Y MADRE Y SU RELACION CON EL BIENESTAR PSICOLOGICO Y FISIOLOGICO,CIENCIAS SOCIALES,OTRAS ESPECIALIDADES DE LA PSICOLOGIA,SICOLOGIA,48,PERSONA NATURAL,RODRIGO CARCAMO,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,217677,""
1201810,37048,PROYECTOS DE INVESTIGACION,FONDECYT,REGULAR,FONDECYT REGULAR 2020,2020,2020,"ASSESSING THE ROLE OF CLIMATE-DRIVEN, OCEAN-ATMOSPHERE INTERACTIONS IN MODULATING THE ATMOSPHERE'S INTERHEMISPHERIC RADIOCARBON OFFSET DURING THE PAST 5600 YEARS.",CIENCIAS NATURALES,OTRAS ESPECIALIDADES DE CIENCIAS DE LA TIERRA,CS. DE LA TIERRA,48,PERSONA NATURAL,RICARDO DE POL,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,245673,""
PAI77200036,37096,REC,PAI,SIA,CONVOCATORIA NACIONAL SUBVENCION A LA INSTALACION EN LA ACADEMIA 2020,2020,2020,"REVELANDO LA DIVERSIDAD Y PALEOBIOLOGIA DE ICTIOSAURIOS CRETACICOS PROVENIENTES DE UN DEPOSITO FOSILIFERO DE LA
REGION DE MAGALLANES, SUR DE CHILE",CIENCIAS NATURALES,CIENCIAS DE LA TIERRA Y DEL MEDIO AMBIENTE,NO APLICA,36,persona jurIdica,JUDITH MARIANA PARDO PEREZ,MUJER,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,"179877,5",""
PAI77200078,37105,REC,PAI,SIA,CONVOCATORIA NACIONAL SUBVENCION A LA INSTALACION EN LA ACADEMIA 2020,2020,2020,"MONITOREO DE AVES SILVESTRES EN CABO DE HORNOS: ECOLOGIA, EPIDEMIOLOGIA Y CONSERVACION",CIENCIAS NATURALES,CIENCIAS BIOLOGICAS,NO APLICA,36,persona jurIdica,JUAN IGNACIO RIVERO DE AGUILAR CACHAFEIRO,HOMBRE,UNIVERSIDAD DE MAGALLANES,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,194700,""
AUB2000006,37111,CENTROS,PIA,TIEMPO DE BUQUE OCEANOGRAFICO,CONCURSO NACIONAL DE ASIGNACION DE TIEMPO DE BUQUE OCEANOGRAFICO AGS-61 CABO DE HORNOS 2020,2020,2020,EXPLORANDO LA OCEANOGRAFIA DE ISLAS Y BAHIAS Y SU INCIDENCIA EN LA RECURRENCIA DE FLORACIONES ALGALES NOCIVAS EN LA REGION DE MAGALLANES Y ANTARTICA CHILENA (EXOFAN MAGALLANES),CIENCIAS NATURALES,"GEOCIENCIAS
OCEANOGRAFIA, HIDROLOGIA Y RECURSOS DEL AGUA
BIOLOGIA MOLECULAR
BIOLOGIA MARINA, LIMNOLOGIA
ECOLOGIA",NO APLICA,1,persona jurIdica,JOSE IRIARTE MACHUCA,HOMBRE,UNIVERSIDAD AUSTRAL DE CHILE,AUSTRAL,12. MAGALLANES Y ANTARTICA CHILENA,"",NO ENTREGA RECURSOS MONETARIOS
